Region/Country/Area,,Year,Series,Value
554,New Zealand,2021,Emissions (thousand metric tons of carbon dioxide),"31,790"
554,New Zealand,1975,Emissions per capita (Kilograms of carbon dioxide),5.8
554,New Zealand,1985,Emissions per capita (Kilograms of carbon dioxide),6.7
554,New Zealand,2005,Emissions per capita (Kilograms of carbon dioxide),8.1
554,New Zealand,2010,Emissions per capita (Kilograms of carbon dioxide),7
554,New Zealand,2015,Emissions per capita (Kilograms of carbon dioxide),7
554,New Zealand,2019,Emissions per capita (Kilograms of carbon dioxide),6.5
554,New Zealand,2020,Emissions per capita (Kilograms of carbon dioxide),6.1
554,New Zealand,2021,Emissions per capita (Kilograms of carbon dioxide),6.2
558,Nicaragua,1975,Emissions (thousand metric tons of carbon dioxide),"1,855"
558,Nicaragua,1985,Emissions (thousand metric tons of carbon dioxide),"1,964"
558,Nicaragua,2005,Emissions (thousand metric tons of carbon dioxide),"4,118"
558,Nicaragua,2010,Emissions (thousand metric tons of carbon dioxide),"4,296"
558,Nicaragua,2015,Emissions (thousand metric tons of carbon dioxide),"5,226"
558,Nicaragua,2019,Emissions (thousand metric tons of carbon dioxide),"5,076"
558,Nicaragua,2020,Emissions (thousand metric tons of carbon dioxide),"4,528"
558,Nicaragua,2021,Emissions (thousand metric tons of carbon dioxide),"5,015"
558,Nicaragua,1975,Emissions per capita (Kilograms of carbon dioxide),0.7
558,Nicaragua,1985,Emissions per capita (Kilograms of carbon dioxide),0.5
558,Nicaragua,2005,Emissions per capita (Kilograms of carbon dioxide),0.8
558,Nicaragua,2010,Emissions per capita (Kilograms of carbon dioxide),0.7
558,Nicaragua,2015,Emissions per capita (Kilograms of carbon dioxide),0.8
558,Nicaragua,2019,Emissions per capita (Kilograms of carbon dioxide),0.8
558,Nicaragua,2020,Emissions per capita (Kilograms of carbon dioxide),0.7
558,Nicaragua,2021,Emissions per capita (Kilograms of carbon dioxide),0.7
562,Niger,1975,Emissions (thousand metric tons of carbon dioxide),334
562,Niger,1985,Emissions (thousand metric tons of carbon dioxide),962
562,Niger,2005,Emissions (thousand metric tons of carbon dioxide),707
562,Niger,2010,Emissions (thousand metric tons of carbon dioxide),"1,195"
562,Niger,2015,Emissions (thousand metric tons of carbon dioxide),"2,108"
562,Niger,2019,Emissions (thousand metric tons of carbon dioxide),"2,461"
562,Niger,2020,Emissions (thousand metric tons of carbon dioxide),"2,376"
562,Niger,2021,Emissions (thousand metric tons of carbon dioxide),"2,617"
562,Niger,1975,Emissions per capita (Kilograms of carbon dioxide),0.1
562,Niger,1985,Emissions per capita (Kilograms of carbon dioxide),0.1
562,Niger,2005,Emissions per capita (Kilograms of carbon dioxide),0.1
562,Niger,2010,Emissions per capita (Kilograms of carbon dioxide),0.1
562,Niger,2015,Emissions per capita (Kilograms of carbon dioxide),0.1
562,Niger,2019,Emissions per capita (Kilograms of carbon dioxide),0.1
562,Niger,2020,Emissions per capita (Kilograms of carbon dioxide),0.1
562,Niger,2021,Emissions per capita (Kilograms of carbon dioxide),0.1
566,Nigeria,1975,Emissions (thousand metric tons of carbon dioxide),"11,071"
566,Nigeria,1985,Emissions (thousand metric tons of carbon dioxide),"41,714"
566,Nigeria,2005,Emissions (thousand metric tons of carbon dioxide),"59,367"
566,Nigeria,2010,Emissions (thousand metric tons of carbon dioxide),"81,530"
566,Nigeria,2015,Emissions (thousand metric tons of carbon dioxide),"91,156"
566,Nigeria,2019,Emissions (thousand metric tons of carbon dioxide),"108,123"
566,Nigeria,2020,Emissions (thousand metric tons of carbon dioxide),"103,831"
566,Nigeria,2021,Emissions (thousand metric tons of carbon dioxide),"108,723"
566,Nigeria,1975,Emissions per capita (Kilograms of carbon dioxide),0.2
566,Nigeria,1985,Emissions per capita (Kilograms of carbon dioxide),0.5
566,Nigeria,2005,Emissions per capita (Kilograms of carbon dioxide),0.4
566,Nigeria,2010,Emissions per capita (Kilograms of carbon dioxide),0.5
566,Nigeria,2015,Emissions per capita (Kilograms of carbon dioxide),0.5
566,Nigeria,2019,Emissions per capita (Kilograms of carbon dioxide),0.5
566,Nigeria,2020,Emissions per capita (Kilograms of carbon dioxide),0.5
566,Nigeria,2021,Emissions per capita (Kilograms of carbon dioxide),0.5
570,Niue,1975,Emissions (thousand metric tons of carbon dioxide),4
570,Niue,1985,Emissions (thousand metric tons of carbon dioxide),4
570,Niue,2005,Emissions (thousand metric tons of carbon dioxide),5
570,Niue,2010,Emissions (thousand metric tons of carbon dioxide),5
570,Niue,2015,Emissions (thousand metric tons of carbon dioxide),6
570,Niue,2019,Emissions (thousand metric tons of carbon dioxide),6
570,Niue,2020,Emissions (thousand metric tons of carbon dioxide),6
570,Niue,2021,Emissions (thousand metric tons of carbon dioxide),7
570,Niue,1975,Emissions per capita (Kilograms of carbon dioxide),1
570,Niue,1985,Emissions per capita (Kilograms of carbon dioxide),1.6
570,Niue,2005,Emissions per capita (Kilograms of carbon dioxide),2.8
570,Niue,2010,Emissions per capita (Kilograms of carbon dioxide),2.7
570,Niue,2015,Emissions per capita (Kilograms of carbon dioxide),3.4
570,Niue,2019,Emissions per capita (Kilograms of carbon dioxide),3.4
570,Niue,2020,Emissions per capita (Kilograms of carbon dioxide),3.3
570,Niue,2021,Emissions per capita (Kilograms of carbon dioxide),3.4
807,North Macedonia,2005,Emissions (thousand metric tons of carbon dioxide),"8,891"
807,North Macedonia,2010,Emissions (thousand metric tons of carbon dioxide),"8,458"
807,North Macedonia,2015,Emissions (thousand metric tons of carbon dioxide),"7,006"
807,North Macedonia,2019,Emissions (thousand metric tons of carbon dioxide),"7,930"
807,North Macedonia,2020,Emissions (thousand metric tons of carbon dioxide),"7,213"
807,North Macedonia,2021,Emissions (thousand metric tons of carbon dioxide),"6,709"
807,North Macedonia,2005,Emissions per capita (Kilograms of carbon dioxide),4.3
807,North Macedonia,2010,Emissions per capita (Kilograms of carbon dioxide),4
807,North Macedonia,2015,Emissions per capita (Kilograms of carbon dioxide),3.3
807,North Macedonia,2019,Emissions per capita (Kilograms of carbon dioxide),3.8
807,North Macedonia,2020,Emissions per capita (Kilograms of carbon dioxide),3.4
807,North Macedonia,2021,Emissions per capita (Kilograms of carbon dioxide),3.2
580,Northern Mariana Islands,2005,Emissions (thousand metric tons of carbon dioxide),482
580,Northern Mariana Islands,2010,Emissions (thousand metric tons of carbon dioxide),547
580,Northern Mariana Islands,2015,Emissions (thousand metric tons of carbon dioxide),571
580,Northern Mariana Islands,2019,Emissions (thousand metric tons of carbon dioxide),561
580,Northern Mariana Islands,2020,Emissions (thousand metric tons of carbon dioxide),399
580,Northern Mariana Islands,2021,Emissions (thousand metric tons of carbon dioxide),434
580,Northern Mariana Islands,2005,Emissions per capita (Kilograms of carbon dioxide),7
580,Northern Mariana Islands,2010,Emissions per capita (Kilograms of carbon dioxide),10.1
580,Northern Mariana Islands,2015,Emissions per capita (Kilograms of carbon dioxide),11.1
580,Northern Mariana Islands,2019,Emissions per capita (Kilograms of carbon dioxide),11.3
580,Northern Mariana Islands,2020,Emissions per capita (Kilograms of carbon dioxide),8.1
580,Northern Mariana Islands,2021,Emissions per capita (Kilograms of carbon dioxide),8.8
578,Norway,1975,Emissions (thousand metric tons of carbon dioxide),"27,738"
578,Norway,1985,Emissions (thousand metric tons of carbon dioxide),"36,410"
578,Norway,2005,Emissions (thousand metric tons of carbon dioxide),"42,852"
578,Norway,2010,Emissions (thousand metric tons of carbon dioxide),"46,672"
578,Norway,2015,Emissions (thousand metric tons of carbon dioxide),"29,295"
578,Norway,2019,Emissions (thousand metric tons of carbon dioxide),"33,595"
578,Norway,2020,Emissions (thousand metric tons of carbon dioxide),"33,511"
578,Norway,2021,Emissions (thousand metric tons of carbon dioxide),"34,333"
578,Norway,1975,Emissions per capita (Kilograms of carbon dioxide),6.9
578,Norway,1985,Emissions per capita (Kilograms of carbon dioxide),8.8
578,Norway,2005,Emissions per capita (Kilograms of carbon dioxide),9.3
578,Norway,2010,Emissions per capita (Kilograms of carbon dioxide),9.5
578,Norway,2015,Emissions per capita (Kilograms of carbon dioxide),5.6
578,Norway,2019,Emissions per capita (Kilograms of carbon dioxide),6.3
578,Norway,2020,Emissions per capita (Kilograms of carbon dioxide),6.2
578,Norway,2021,Emissions per capita (Kilograms of carbon dioxide),6.4
512,Oman,1975,Emissions (thousand metric tons of carbon dioxide),738
512,Oman,1985,Emissions (thousand metric tons of carbon dioxide),"7,448"
512,Oman,2005,Emissions (thousand metric tons of carbon dioxide),"26,239"
512,Oman,2010,Emissions (thousand metric tons of carbon dioxide),"44,965"
512,Oman,2015,Emissions (thousand metric tons of carbon dioxide),"59,179"
512,Oman,2019,Emissions (thousand metric tons of carbon dioxide),"48,320"
512,Oman,2020,Emissions (thousand metric tons of carbon dioxide),"56,479"
512,Oman,2021,Emissions (thousand metric tons of carbon dioxide),"60,625"
512,Oman,1975,Emissions per capita (Kilograms of carbon dioxide),0.8
512,Oman,1985,Emissions per capita (Kilograms of carbon dioxide),4.8
512,Oman,2005,Emissions per capita (Kilograms of carbon dioxide),10.4
512,Oman,2010,Emissions per capita (Kilograms of carbon dioxide),15.6
512,Oman,2015,Emissions per capita (Kilograms of carbon dioxide),14.1
512,Oman,2019,Emissions per capita (Kilograms of carbon dioxide),10.5
512,Oman,2020,Emissions per capita (Kilograms of carbon dioxide),12.4
512,Oman,2021,Emissions per capita (Kilograms of carbon dioxide),13.4
586,Pakistan,1975,Emissions (thousand metric tons of carbon dioxide),"19,974"
586,Pakistan,1985,Emissions (thousand metric tons of carbon dioxide),"39,142"
586,Pakistan,2005,Emissions (thousand metric tons of carbon dioxide),"123,247"
586,Pakistan,2010,Emissions (thousand metric tons of carbon dioxide),"138,951"
586,Pakistan,2015,Emissions (thousand metric tons of carbon dioxide),"133,217"
586,Pakistan,2019,Emissions (thousand metric tons of carbon dioxide),"187,745"
586,Pakistan,2020,Emissions (thousand metric tons of carbon dioxide),"208,540"
586,Pakistan,2021,Emissions (thousand metric tons of carbon dioxide),"224,625"
586,Pakistan,1975,Emissions per capita (Kilograms of carbon dioxide),0.3
586,Pakistan,1985,Emissions per capita (Kilograms of carbon dioxide),0.4
586,Pakistan,2005,Emissions per capita (Kilograms of carbon dioxide),0.7
586,Pakistan,2010,Emissions per capita (Kilograms of carbon dioxide),0.7
586,Pakistan,2015,Emissions per capita (Kilograms of carbon dioxide),0.6
586,Pakistan,2019,Emissions per capita (Kilograms of carbon dioxide),0.8
586,Pakistan,2020,Emissions per capita (Kilograms of carbon dioxide),0.9
586,Pakistan,2021,Emissions per capita (Kilograms of carbon dioxide),1
585,Palau,2005,Emissions (thousand metric tons of carbon dioxide),228
585,Palau,2010,Emissions (thousand metric tons of carbon dioxide),213
585,Palau,2015,Emissions (thousand metric tons of carbon dioxide),209
585,Palau,2019,Emissions (thousand metric tons of carbon dioxide),224
585,Palau,2020,Emissions (thousand metric tons of carbon dioxide),215
585,Palau,2021,Emissions (thousand metric tons of carbon dioxide),215
585,Palau,2005,Emissions per capita (Kilograms of carbon dioxide),11.5
585,Palau,2010,Emissions per capita (Kilograms of carbon dioxide),11.5
585,Palau,2015,Emissions per capita (Kilograms of carbon dioxide),11.7
585,Palau,2019,Emissions per capita (Kilograms of carbon dioxide),12.5
585,Palau,2020,Emissions per capita (Kilograms of carbon dioxide),12
585,Palau,2021,Emissions per capita (Kilograms of carbon dioxide),12
591,Panama,1985,Emissions (thousand metric tons of carbon dioxide),"2,489"
591,Panama,2005,Emissions (thousand metric tons of carbon dioxide),"6,679"
591,Panama,2010,Emissions (thousand metric tons of carbon dioxide),"8,640"
591,Panama,2015,Emissions (thousand metric tons of carbon dioxide),"10,118"
591,Panama,2019,Emissions (thousand metric tons of carbon dioxide),"12,611"
591,Panama,2020,Emissions (thousand metric tons of carbon dioxide),"6,815"
591,Panama,2021,Emissions (thousand metric tons of carbon dioxide),"10,176"
591,Panama,1985,Emissions per capita (Kilograms of carbon dioxide),1.1
591,Panama,2005,Emissions per capita (Kilograms of carbon dioxide),2
591,Panama,2010,Emissions per capita (Kilograms of carbon dioxide),2.4
591,Panama,2015,Emissions per capita (Kilograms of carbon dioxide),2.6
591,Panama,2019,Emissions per capita (Kilograms of carbon dioxide),3
591,Panama,2020,Emissions per capita (Kilograms of carbon dioxide),1.6
591,Panama,2021,Emissions per capita (Kilograms of carbon dioxide),2.3
598,Papua New Guinea,1975,Emissions (thousand metric tons of carbon dioxide),"1,566"
598,Papua New Guinea,1985,Emissions (thousand metric tons of carbon dioxide),"2,178"
598,Papua New Guinea,2005,Emissions (thousand metric tons of carbon dioxide),"4,424"
598,Papua New Guinea,2010,Emissions (thousand metric tons of carbon dioxide),"4,754"
598,Papua New Guinea,2015,Emissions (thousand metric tons of carbon dioxide),"6,307"
598,Papua New Guinea,2019,Emissions (thousand metric tons of carbon dioxide),"8,031"
598,Papua New Guinea,2020,Emissions (thousand metric tons of carbon dioxide),"7,844"
598,Papua New Guinea,2021,Emissions (thousand metric tons of carbon dioxide),"8,096"
598,Papua New Guinea,1975,Emissions per capita (Kilograms of carbon dioxide),0.6
598,Papua New Guinea,1985,Emissions per capita (Kilograms of carbon dioxide),0.6
598,Papua New Guinea,2005,Emissions per capita (Kilograms of carbon dioxide),0.7
598,Papua New Guinea,2010,Emissions per capita (Kilograms of carbon dioxide),0.6
598,Papua New Guinea,2015,Emissions per capita (Kilograms of carbon dioxide),0.7
598,Papua New Guinea,2019,Emissions per capita (Kilograms of carbon dioxide),0.8
598,Papua New Guinea,2020,Emissions per capita (Kilograms of carbon dioxide),0.8
598,Papua New Guinea,2021,Emissions per capita (Kilograms of carbon dioxide),0.8
600,Paraguay,1975,Emissions (thousand metric tons of carbon dioxide),780
600,Paraguay,1985,Emissions (thousand metric tons of carbon dioxide),"1,558"
600,Paraguay,2005,Emissions (thousand metric tons of carbon dioxide),"3,649"
600,Paraguay,2010,Emissions (thousand metric tons of carbon dioxide),"4,894"
600,Paraguay,2015,Emissions (thousand metric tons of carbon dioxide),"5,847"
600,Paraguay,2019,Emissions (thousand metric tons of carbon dioxide),"8,028"
600,Paraguay,2020,Emissions (thousand metric tons of carbon dioxide),"7,297"
600,Paraguay,2021,Emissions (thousand metric tons of carbon dioxide),"8,040"
600,Paraguay,1975,Emissions per capita (Kilograms of carbon dioxide),0.3
600,Paraguay,1985,Emissions per capita (Kilograms of carbon dioxide),0.4
600,Paraguay,2005,Emissions per capita (Kilograms of carbon dioxide),0.7
600,Paraguay,2010,Emissions per capita (Kilograms of carbon dioxide),0.8
600,Paraguay,2015,Emissions per capita (Kilograms of carbon dioxide),0.9
600,Paraguay,2019,Emissions per capita (Kilograms of carbon dioxide),1.2
600,Paraguay,2020,Emissions per capita (Kilograms of carbon dioxide),1.1
600,Paraguay,2021,Emissions per capita (Kilograms of carbon dioxide),1.2
604,Peru,1975,Emissions (thousand metric tons of carbon dioxide),"20,134"
604,Peru,1985,Emissions (thousand metric tons of carbon dioxide),"18,479"
604,Peru,2005,Emissions (thousand metric tons of carbon dioxide),"28,014"
604,Peru,2010,Emissions (thousand metric tons of carbon dioxide),"39,870"
604,Peru,2015,Emissions (thousand metric tons of carbon dioxide),"44,381"
604,Peru,2019,Emissions (thousand metric tons of carbon dioxide),"53,530"
